id|BIK|namebanka|korschet
827|"043682000"|"ﾐﾊﾖ ﾎﾊﾒﾟﾁﾐﾜﾑﾊ, ﾃ. ﾎﾊﾒﾟﾁﾐﾜﾑﾊ"|
828|"043683002"|"ﾏﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾂﾋﾀﾄﾈﾌﾈﾐﾑﾊﾎﾅ, ﾏﾃﾒ. ﾏﾐﾎﾑﾂﾅﾒ 1"|
829|"043698000"|"ﾐﾊﾖ ﾎﾒﾐﾀﾄﾍﾛﾉ, ﾃ. ﾎﾒﾐﾀﾄﾍﾛﾉ"|
830|"043707000"|"ﾐﾊﾖ ﾋﾅﾁﾟﾆﾜﾅ, ﾃ. ﾋﾅﾁﾟﾆﾜﾅ"|
831|"043715000"|"ﾐﾊﾖ ﾄﾀﾋﾌﾀﾒﾎﾂﾎ, ﾃ. ﾄﾀﾋﾌﾀﾒﾎﾂﾎ"|
832|"043735860"|"ﾄﾐﾀﾃﾎﾖﾅﾍﾍﾎﾑﾒﾈ ﾓﾐﾀﾋﾀ"" ﾇﾀﾎ, ﾃ. ﾊﾓﾐﾃﾀﾍ"""|"30101810000000000860"
833|"043721000"|"ﾐﾊﾖ ﾊﾓﾐﾒﾀﾌﾛﾘ, ﾃ. ﾊﾓﾐﾒﾀﾌﾛﾘ"|
834|"043724000"|"ﾐﾊﾖ ﾘﾀﾒﾐﾎﾂﾎ, ﾑ. ﾘﾀﾒﾐﾎﾂﾎ"|
835|"043731000"|"ﾐﾊﾖ ﾙﾓﾗﾜﾅ, ﾃ. ﾙﾓﾗﾜﾅ"|
836|"043735001"|"ﾃﾐﾊﾖ ﾃﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾏﾎ ﾊﾓﾐﾃﾀﾍﾑﾊﾎﾉ ﾎﾁﾋ., ﾃ. ﾊﾓﾐﾃﾀﾍ"|
837|"043735650"|"ﾊﾓﾐﾃﾀﾍﾑﾊﾎﾅ ﾎﾑﾁ N 8599, ﾃ. ﾊﾓﾐﾃﾀﾍ"|"30101810100000000650"
838|"043735830"|"ﾊﾓﾐﾃﾀﾍ"", ﾃ. ﾊﾓﾐﾃﾀﾍ"""|"30101810700000000830"
839|"043735838"|"ﾀﾊﾁ ﾊﾓﾐﾃﾀﾍﾏﾐﾎﾌﾁﾀﾍﾊ (ﾎﾀﾎ), ﾃ. ﾊﾓﾐﾃﾀﾍ"|"30101810100000000838"
840|"043735844"|"ﾍﾀﾄﾅﾆﾍﾎﾑﾒﾜ"" ﾎﾀﾎ, ﾃ. ﾊﾓﾐﾃﾀﾍ"""|"30101810000000000844"
841|"043735861"|"ﾊﾓﾐﾃﾀﾍﾑﾊﾈﾉ"" ﾎﾀﾎ ﾁﾀﾍﾊ ""ﾄﾎﾐﾎﾆﾍﾈﾊ"", ﾃ. ﾊﾓﾐﾃﾀﾍ"""|"30101810300000000861"
842|"043738000"|"ﾐﾊﾖ ﾘﾀﾄﾐﾈﾍﾑﾊ, ﾃ. ﾘﾀﾄﾐﾈﾍﾑﾊ"|
843|"043740000"|"ﾐﾊﾖ ﾊﾀﾐﾃﾀﾏﾎﾋﾜﾅ, ﾃ. ﾊﾀﾐﾃﾀﾏﾎﾋﾜﾅ"|
844|"043748000"|"ﾐﾊﾖ ﾏﾎﾋﾎﾂﾈﾍﾍﾎﾅ, ﾑ. ﾏﾎﾋﾎﾂﾈﾍﾍﾎﾅ"|
845|"043751000"|"ﾐﾊﾖ ﾘﾓﾌﾈﾕﾀ, ﾃ. ﾘﾓﾌﾈﾕﾀ"|
846|"043764000"|"ﾐﾊﾖ ﾊﾅﾒﾎﾂﾎ, ﾑ. ﾊﾅﾒﾎﾂﾎ"|
847|"043764821"|"ﾊﾅﾒﾎﾂﾑﾊﾈﾉ"", ﾑ. ﾊﾅﾒﾎﾂﾎ"""|"30101810900000000821"
848|"043807001"|"ﾃﾐﾊﾖ ﾃﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾏﾎ ﾊﾓﾐﾑﾊﾎﾉ ﾎﾁﾋ., ﾃ. ﾊﾓﾐﾑﾊ"|
849|"043807606"|"ﾊﾓﾐﾑﾊﾎﾅ ﾎﾑﾁ N8596, ﾃ. ﾊﾓﾐﾑﾊ"|"30101810300000000606"
850|"043807708"|"ﾊﾓﾐﾑﾊﾏﾐﾎﾌﾁﾀﾍﾊ"", ﾃ. ﾊﾓﾐﾑﾊ"""|"30101810800000000708"
851|"043807715"|"ﾖﾅﾍﾒﾐﾀﾋﾜﾍﾎﾅ ﾎﾂﾊ"", ﾃ. ﾊﾓﾐﾑﾊ"""|"30101810000000000715"
852|"043807752"|"ﾑﾂﾟﾇﾜ-ﾁﾀﾍﾊ"", ﾃ. ﾊﾓﾐﾑﾊ"""|"30101810500000000752"
853|"043853000"|"ﾐﾊﾖ ﾊﾓﾐﾗﾀﾒﾎﾂ, ﾃ. ﾊﾓﾐﾗﾀﾒﾎﾂ"|
854|"043863000"|"ﾐﾊﾖ ﾋﾜﾃﾎﾂ, ﾃ. ﾋﾜﾃﾎﾂ"|
855|"043870000"|"ﾐﾊﾖ ﾐﾛﾋﾜﾑﾊ, ﾃ. ﾐﾛﾋﾜﾑﾊ"|
856|"043872000"|"ﾐﾊﾖ ﾙﾈﾃﾐﾛ, ﾃ. ﾙﾈﾃﾐﾛ"|
857|"043873000"|"ﾐﾊﾖ ﾔﾀﾒﾅﾆ, ﾃ. ﾔﾀﾒﾅﾆ"|
858|"043874000"|"ﾐﾊﾖ ﾑﾓﾄﾆﾀ, ﾃ. ﾑﾓﾄﾆﾀ"|
859|"043886000"|"ﾐﾊﾖ ﾆﾅﾋﾅﾇﾍﾎﾃﾎﾐﾑﾊ, ﾃ. ﾆﾅﾋﾅﾇﾍﾎﾃﾎﾐﾑﾊ"|
860|"043887002"|"ﾏﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾁﾅﾐﾋﾈﾍﾑﾊﾎﾅ, ﾏ. ﾈﾌﾅﾍﾈ ﾌﾀﾐﾘﾀﾋﾀ ﾆﾓﾊﾎﾂﾀ"|
861|"044010000"|"ﾐﾊﾖ ﾋﾅﾂﾀﾘﾎﾂﾑﾊﾈﾉ, ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"|
862|"044030001"|"ﾃﾐﾊﾖ ﾃﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾏﾎ ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃﾓ, ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"|
863|"044030733"|"ﾔﾈﾋﾈﾀﾋ ﾎﾀﾎ ﾂﾍﾅﾘﾒﾎﾐﾃﾁﾀﾍﾊ ﾂ ﾃ.ﾑ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃﾅ, ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"|"30101810200000000733"
864|"044030653"|"ﾑﾅﾂﾅﾐﾎ-ﾇﾀﾏﾀﾄﾍﾛﾉ ﾁﾀﾍﾊ ﾑﾁﾅﾐﾁﾀﾍﾊﾀ ﾐﾔ, ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"|"30101810500000000653"
865|"044030701"|"ﾏﾅﾒﾐﾎﾒﾐﾅﾑﾒﾁﾀﾍﾊ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810300000000701"
866|"044030702"|"ﾑﾈﾒﾈ ﾈﾍﾂﾅﾑﾒ ﾁﾀﾍﾊ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810600000000702"
867|"044030705"|"ﾁﾀﾋﾒﾈﾍﾂﾅﾑﾒﾁﾀﾍﾊ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810500000000705"
868|"044030706"|"ﾑ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃﾑﾊﾀﾟ ﾄﾈﾐﾅﾊﾖﾈﾟ ﾎﾀﾎ""ﾓﾐﾀﾋﾑﾈﾁ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810800000000706"
869|"044030790"|"ﾁﾀﾍﾊ ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810900000000790"
870|"044030791"|"ﾏﾑﾁ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810200000000791"
871|"044030754"|"ﾝﾍﾅﾐﾃﾎﾌﾀﾘﾁﾀﾍﾊ"" ﾎﾀﾎ, ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810700000000754"
872|"044030755"|"ﾎﾀﾎ ﾈﾍﾂﾅﾑﾒﾈﾖﾈﾎﾍﾍﾛﾉ ﾒﾅﾕﾍﾎﾕﾈﾌﾁﾀﾍﾊ, ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"|"30101810000000000755"
873|"044030756"|"ﾐﾓﾑﾊﾎﾁﾀﾍﾊ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810300000000756"
874|"044030758"|"ﾂﾈﾒﾀﾁﾀﾍﾊ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810900000000758"
875|"044030760"|"ﾌﾁﾑﾏ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810600000000760"
876|"044030801"|"ﾂﾎﾇﾐﾎﾆﾄﾅﾍﾈﾅ""(ﾎﾀﾎ), ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810200000000801"
877|"044030809"|"ﾎﾀﾎ ""ﾁﾀﾍﾊ ﾂﾅﾔﾊ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810600000000809"
878|"044030810"|"ﾏﾅﾒﾅﾐﾁﾓﾐﾃ-ﾈﾍﾂﾅﾑﾒ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810000000000810"
879|"044030813"|"ﾄﾐﾅﾇﾄﾍﾅﾐ ﾁﾀﾍﾊ ﾇﾀﾎ, ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"|"30101810900000000813"
880|"044030814"|"ﾃﾎﾐﾁﾀﾍﾊ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810200000000814"
881|"044030816"|"ﾃﾀﾍﾇﾀﾊﾎﾌﾁﾀﾍﾊ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810800000000816"
882|"044030826"|"ﾎﾁﾚﾅﾄﾈﾍﾅﾍﾍﾛﾉ ﾊﾀﾏﾈﾒﾀﾋ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810900000000826"
883|"044030827"|"ﾃﾀﾇﾏﾐﾎﾌﾁﾀﾍﾊ"" (ﾇﾀﾎ) ﾂ ﾃ. ﾑ-ﾏﾁ, ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810200000000827"
884|"044030829"|"ﾈﾍﾊﾀﾑﾁﾀﾍﾊ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810800000000829"
885|"044030837"|"ﾇﾎﾋﾎﾒﾎﾉ ﾑﾒﾀﾍﾄﾀﾐﾒ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810300000000837"
886|"044030841"|"ﾒﾅﾒﾐﾀﾏﾎﾋﾈﾑ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810600000000841"
887|"044030844"|"ﾄﾀﾋﾜﾍﾅﾂﾎﾑﾒﾎﾗﾍﾛﾉ ﾁﾀﾍﾊ"" ﾂ ﾑﾏﾁ, ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810500000000844"
888|"044030845"|"ﾌﾒﾏﾁ"" (ﾇﾀﾎ), ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810800000000845"
889|"044030848"|"ﾂﾝﾁ-ﾈﾍﾂﾅﾑﾒ ﾁﾀﾍﾊ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810700000000848"
890|"044030852"|"ﾏﾑﾊﾁ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810000000000852"
891|"044030858"|"ﾏﾎ ﾌﾅﾆﾄﾓﾍﾀﾐﾎﾄﾍﾎﾃﾎ ﾌﾎﾑﾊﾎﾂﾑﾊﾎﾃﾎ ﾁﾀﾍﾊﾀ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810800000000858"
892|"044030860"|"ﾒﾓﾐﾁﾎﾁﾀﾍﾊ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810500000000860"
893|"044030861"|"ﾀﾁ ""ﾐﾎﾑﾑﾈﾟ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810800000000861"
894|"044030869"|"ﾂﾈﾊﾈﾍﾃ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810200000000869"
895|"044030875"|"ﾁﾀﾋﾒﾈﾉﾑﾊﾈﾉ ﾁﾀﾍﾊ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810100000000875"
896|"044030877"|"ﾒﾀﾂﾐﾈﾗﾅﾑﾊﾈﾉ"" (ﾎﾀﾎ), ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810700000000877"
897|"044030882"|"ﾊﾐﾅﾄﾈ ﾋﾈﾎﾍﾝ ﾐﾓﾑﾁﾀﾍﾊ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810300000000882"
898|"044030889"|"ﾝﾊﾑﾈ-ﾁﾀﾍﾊ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810400000000889"
899|"044030890"|"ﾊﾐﾅﾄﾈﾒ-ﾌﾎﾑﾊﾂﾀ"" ﾑ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃﾑﾊﾈﾉ ﾔﾈﾋ, ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810800000000890"
900|"044030891"|"ﾑﾏﾁﾐﾐ"" ﾎﾀﾎ, ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810100000000891"
901|"044030892"|"ﾁﾀﾍﾊﾈﾐﾑﾊﾈﾉ ﾄﾎﾌ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810400000000892"
902|"044030893"|"ﾌﾁﾐﾐ"" (ﾎﾀﾎ), ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810700000000893"
903|"044030894"|"ﾌﾄﾌ-ﾁﾀﾍﾊ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810000000000894"
904|"044080002"|"ﾏﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾍﾀﾁﾅﾐﾅﾆﾍﾎﾅ, ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"|
905|"044102000"|"ﾐﾊﾖ ﾃﾀﾒﾗﾈﾍﾀ, ﾃ. ﾃﾀﾒﾗﾈﾍﾀ"|
906|"044102738"|"ﾐﾓﾑﾊﾎﾁﾀﾍﾊ"", ﾃ. ﾃﾀﾒﾗﾈﾍﾀ"""|"30101810600000000738"
907|"044106001"|"ﾃﾐﾊﾖ ﾃﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾏﾎ ﾋﾅﾍﾈﾍﾃﾐﾀﾄﾑﾊﾎﾉ ﾎﾁﾋ., ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"|
908|"044525186"|"ﾁﾀﾍﾊ ﾑﾊﾒ(ﾎﾀﾎ), ﾃ. ﾌﾎﾑﾊﾂﾀ"|"30101810400000000186"
909|"044106703"|"ﾒﾎﾑﾍﾅﾍﾑﾊﾈﾉ"" ﾎﾀﾎ ""ﾏﾑﾁ"", ﾃ. ﾒﾎﾑﾍﾎ"""|"30101810400000000703"
910|"044030747"|"ﾏﾅﾒﾐﾎﾝﾍﾅﾐﾃﾎﾁﾀﾍﾊ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810500000000747"
911|"044106727"|"ﾁﾀﾋﾒﾈﾉﾑﾊﾈﾉ ﾁﾀﾍﾊ"", ﾃ. ﾊﾈﾐﾈﾘﾈ"""|"30101810800000000727"
912|"044030769"|"ﾏﾅﾒﾐﾎ-ﾀﾝﾐﾎ-ﾁﾀﾍﾊ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810300000000769"
913|"044106770"|"ﾊﾎﾍﾑﾒﾀﾍﾑ-ﾁﾀﾍﾊ"", ﾃ. ﾑﾀﾍﾊﾒ-ﾏﾅﾒﾅﾐﾁﾓﾐﾃ"""|"30101810200000000770"
914|"044106783"|"ﾐﾓﾑﾊﾎﾁﾀﾍﾊ"" ﾑﾂﾟﾇﾜ-ﾈﾍﾂﾅﾑﾒ, ﾃ. ﾊﾈﾐﾎﾂﾑﾊ"""|"30101810200000000783"
915|"044109000"|"ﾐﾊﾖ ﾂﾛﾁﾎﾐﾃ, ﾃ. ﾂﾛﾁﾎﾐﾃ"|
916|"044109789"|"ﾔﾈﾋﾈﾀﾋ ﾎﾀﾎ ﾂﾍﾅﾘﾒﾎﾐﾃﾁﾀﾍﾊ ﾂ ﾃ ﾂﾛﾁﾎﾐﾃﾅ, ﾃ. ﾂﾛﾁﾎﾐﾃ"|"30101810700000000789"
917|"044109722"|"ﾂﾛﾁﾎﾐﾃ-ﾁﾀﾍﾊ"", ﾃ. ﾂﾛﾁﾎﾐﾃ"""|"30101810000000000722"
918|"044119000"|"ﾐﾊﾖ ﾋﾎﾄﾅﾉﾍﾎﾅ ﾏﾎﾋﾅ, ﾃ. ﾋﾎﾄﾅﾉﾍﾎﾅ ﾏﾎﾋﾅ"|
919|"044125002"|"ﾏﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾑﾅﾐﾒﾎﾋﾎﾂﾑﾊﾎﾅ, ﾏ. ﾑﾅﾐﾒﾎﾋﾎﾂﾎ 1"|
920|"044202000"|"ﾐﾊﾖ ﾄﾎﾁﾐﾎﾅ, ﾑ. ﾄﾎﾁﾐﾎﾅ"|
921|"044204000"|"ﾐﾊﾖ ﾃﾐﾟﾇﾈ, ﾃ. ﾃﾐﾟﾇﾈ"|
922|"044206001"|"ﾃﾐﾊﾖ ﾃﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾏﾎ ﾋﾈﾏﾅﾖﾊﾎﾉ ﾎﾁﾋ., ﾃ. ﾋﾈﾏﾅﾖﾊ"|
923|"044206604"|"ﾋﾈﾏﾅﾖﾊﾎﾅ ﾎﾑﾁ N 8593, ﾃ. ﾋﾈﾏﾅﾖﾊ"|"30101810800000000604"
924|"044206704"|"ﾋﾈﾏﾅﾖﾊﾊﾎﾌﾁﾀﾍﾊ"", ﾃ. ﾋﾈﾏﾅﾖﾊ"""|"30101810700000000704"
925|"044206708"|"ﾋﾈﾏﾅﾖﾊﾎﾁﾋﾁﾀﾍﾊ"", ﾃ. ﾋﾈﾏﾅﾖﾊ"""|"30101810900000000708"
926|"044206721"|"ﾑﾂﾟﾇﾜ-ﾁﾀﾍﾊ"", ﾃ. ﾋﾈﾏﾅﾖﾊ"""|"30101810000000000721"
927|"044209000"|"ﾐﾊﾖ ﾊﾐﾀﾑﾍﾎﾅ, ﾑ. ﾊﾐﾀﾑﾍﾎﾅ"|
928|"044210000"|"ﾐﾊﾖ ﾋﾅﾁﾅﾄﾟﾍﾜ, ﾃ. ﾋﾅﾁﾅﾄﾟﾍﾜ"|
929|"044216000"|"ﾐﾊﾖ ﾄﾀﾍﾊﾎﾂ, ﾃ. ﾄﾀﾍﾊﾎﾂ"|
930|"044218000"|"ﾐﾊﾖ ﾅﾋﾅﾖ, ﾃ. ﾅﾋﾅﾖ"|
931|"044218719"|"ﾋﾈﾏﾅﾖﾊﾊﾎﾌﾁﾀﾍﾊ"", ﾃ. ﾅﾋﾅﾖ"""|"30101810400000000719"
932|"044225000"|"ﾐﾊﾖ ﾏﾐﾀﾂﾎﾁﾅﾐﾅﾆﾍﾛﾉ, ﾃ. ﾋﾈﾏﾅﾖﾊ"|
933|"044238000"|"ﾐﾊﾖ ﾂﾎﾋﾎﾂﾎ, ﾑ. ﾂﾎﾋﾎﾂﾎ"|
934|"044241000"|"ﾐﾊﾖ ﾋﾅﾂ-ﾒﾎﾋﾑﾒﾎﾉ, ﾏﾃﾒ. ﾋﾅﾂ-ﾒﾎﾋﾑﾒﾎﾉ"|
935|"044248000"|"ﾐﾊﾖ ﾇﾀﾄﾎﾍﾑﾊ, ﾃ. ﾇﾀﾄﾎﾍﾑﾊ"|
936|"044252000"|"ﾐﾊﾖ ﾒﾅﾐﾁﾓﾍﾛ, ﾑ. ﾒﾅﾐﾁﾓﾍﾛ"|
937|"044253000"|"ﾐﾊﾖ ﾗﾀﾏﾋﾛﾃﾈﾍ, ﾃ. ﾗﾀﾏﾋﾛﾃﾈﾍ"|
938|"044255000"|"ﾐﾊﾖ ﾓﾑﾌﾀﾍﾜ, ﾃ. ﾓﾑﾌﾀﾍﾜ"|
939|"044261000"|"ﾐﾊﾖ ﾄﾎﾁﾐﾈﾍﾊﾀ, ﾏﾃﾒ. ﾄﾎﾁﾐﾈﾍﾊﾀ"|
940|"044442001"|"ﾃﾐﾊﾖ ﾃﾓ ﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ ﾏﾎ ﾌﾀﾃﾀﾄﾀﾍﾑﾊﾎﾉ ﾎﾁﾋ., ﾃ. ﾌﾀﾃﾀﾄﾀﾍ"|
941|"044442607"|"ﾑﾅﾂﾅﾐﾎ-ﾂﾎﾑﾒﾎﾗﾍﾛﾉ ﾁﾀﾍﾊ ﾑﾁﾅﾐﾁﾀﾍﾊﾀ ﾐﾎﾑﾑﾈﾈ, ﾃ. ﾌﾀﾃﾀﾄﾀﾍ"|"30101810300000000607"
942|"044442716"|"ﾂﾎﾇﾐﾎﾆﾄﾅﾍﾈﾅ"" (ﾎﾀﾎ), ﾃ. ﾌﾀﾃﾀﾄﾀﾍ"""|"30101810000000000716"
943|"044442740"|"ﾊﾎﾋﾛﾌﾀ-ﾁﾀﾍﾊ"", ﾃ. ﾌﾀﾃﾀﾄﾀﾍ"""|"30101810500000000740"
944|"044442788"|"ﾍﾀﾄﾅﾆﾍﾛﾉ ﾁﾀﾍﾊ"" (ﾎﾀﾎ), ﾃ. ﾌﾀﾃﾀﾄﾀﾍ"""|"30101810300000000788"
945|"044442797"|"ﾌﾀﾃﾀﾄﾀﾍﾑﾊﾈﾉ"", ﾃ. ﾌﾀﾃﾀﾄﾀﾍ"""|"30101810100000000797"
946|"044449000"|"ﾐﾊﾖ ﾑﾅﾉﾌﾗﾀﾍ, ﾏﾃﾒ. ﾑﾅﾉﾌﾗﾀﾍ"|
947|"044453000"|"ﾐﾊﾖ ﾎﾌﾑﾓﾊﾗﾀﾍ, ﾏﾃﾒ. ﾎﾌﾑﾓﾊﾗﾀﾍ"|
948|"044453726"|"ﾊﾎﾋﾛﾌﾀ-ﾁﾀﾍﾊ"" ﾔﾈﾋﾈﾀﾋ ﾂ ﾏﾃﾒ ﾎﾌﾑﾓﾊﾗﾀﾍ, ﾏﾃﾒ. ﾎﾌﾑﾓﾊﾗﾀﾍ"""|"30101810300000000726"
949|"044454000"|"ﾐﾊﾖ ﾎﾐﾎﾒﾓﾊﾀﾍ, ﾏﾃﾒ. ﾎﾐﾎﾒﾓﾊﾀﾍ"|
950|"044454754"|"ﾊﾎﾋﾛﾌﾀ-ﾁﾀﾍﾊ"" ﾔﾈﾋﾈﾀﾋ ﾂ ﾏﾃﾒ ﾑﾈﾍﾅﾃﾎﾐﾜﾅ, ﾏﾃﾒ. ﾑﾈﾍﾅﾃﾎﾐﾜﾅ"""|"30101810900000000754"
951|"044455000"|"ﾐﾊﾖ ﾏﾀﾋﾀﾒﾊﾀ, ﾏﾃﾒ. ﾏﾀﾋﾀﾒﾊﾀ"|
952|"044456000"|"ﾐﾊﾖ ﾑﾓﾑﾓﾌﾀﾍ, ﾃ. ﾑﾓﾑﾓﾌﾀﾍ"|
953|"044456732"|"ﾊﾎﾋﾛﾌﾀ-ﾁﾀﾍﾊ"" ﾔﾈﾋﾈﾀﾋ ﾂ ﾃ ﾑﾓﾑﾓﾌﾀﾍﾅ, ﾃ. ﾑﾓﾑﾓﾌﾀﾍ"""|"30101810900000000732"
954|"044457000"|"ﾐﾊﾖ ﾓﾑﾒﾜ-ﾎﾌﾗﾓﾃ, ﾏﾃﾒ. ﾓﾑﾒﾜ-ﾎﾌﾗﾓﾃ"|
955|"044457720"|"ﾊﾎﾋﾛﾌﾀ-ﾁﾀﾍﾊ"" ﾔﾈﾋﾈﾀﾋ ﾂ ﾏﾃﾒ ﾓﾑﾒﾜ-ﾎﾌﾗﾓﾃ, ﾏﾃﾒ. ﾓﾑﾒﾜ-ﾎﾌﾗﾓﾃ"""|"30101810100000000720"
956|"044460000"|"ﾐﾊﾖ ﾎﾋﾀ, ﾏﾃﾒ. ﾎﾋﾀ"|
