"id"	"BIK"	"namebanka"	"korschet"	"UpDateFlag"
1═237	"044583303"	"релоаюмй"", ц. лняйбю"""	"30101810500000000303"	
1═238	"044525401"	"юяоейр"" (гюн), ц. лняйбю"""	"30101810800000000401"	
1═239	"044525402"	"хмрепопнцпеяяаюмй"" (гюн), ц. лняйбю"""	"30101810100000000402"	
1═240	"044579908"	"дхяйнмр"", ц. лняйбю"""	"30101810500000000908"	
1═241	"044525408"	"оепбши хмбеярхжхнммши"" (гюн), ц. лняйбю"""	"30101810900000000408"	
1═242	"044583422"	"опеямъ-аюмй"" (гюн), ц. лняйбю"""	"30101810300000000422"	
1═243	"044525429"	"цюцюпхмяйхи"", ц. лняйбю"""	"30101810400000000429"	
1═244	"044583843"	"йпедх кхнмщ псяаюмй"", ц. лняйбю"""	"30101810400000000843"	
1═245	"044579443"	"щйнмнлхйя-аюмй"" (ннн), ц. лняйбю"""	"30101810900000000443"	
1═246	"044583469"	"йнялня"", ц. лняйбю"""	"30101810800000000469"	
1═247	"044583501"	"йпедхр-лняйбю"" (нюн), ц. лняйбю"""	"30101810700000000501"	
1═248	"044585718"	"ярпнийпедхр"", ц. лняйбю"""	"30101810500000000718"	
1═249	"044583510"	"цпюднаюмй"", ц. лняйбю"""	"30101810500000000510"	
1═250	"044583511"	"норхлслаюмй"", ц. лняйбю"""	"30101810800000000511"	
1═251	"044525514"	"жемрпнйпедхр"", ц. лняйбю"""	"30101810700000000514"	
1═252	"044030822"	"рекейнлаюмй"", ц. яюмйр-оерепаспц"""	"30101810700000000822"	
1═253	"044525977"	"фекднпаюмй"", ц. лняйбю"""	"30101810800000000977"	
1═254	"044583528"	"тнмнм"", ц. лняйбю"""	"30101810000000000528"	
1═255	"044552521"	"пняхмрепаюмй"", ц. лняйбю"""	"30101810100000000521"	
1═256	"044525536"	"яюрспм"", ц. лняйбю"""	"30101810500000000536"	
1═257	"044579537"	"опнтаюмй"", ц. лняйбю"""	"30101810900000000537"	
1═258	"044583540"	"пшаунгаюмй"", ц. лняйбю"""	"30101810800000000540"	
1═259	"044585728"	"яоежярпниаюмй"", ц. лняйбю"""	"30101810600000000728"	
1═260	"044583544"	"хпя"" (гюн), ц. лняйбю"""	"30101810000000000544"	
1═261	"044525545"	"гюн лефдсмюпндмши лняйнбяйхи аюмй, ц. лняйбю"	"30101810300000000545"	
1═262	"044579549"	"нюн юйа ляа-аюмй, ц. лняйбю"	"30101810600000000549"	
1═263	"044579553"	"укеанаюмй"", ц. лняйбю"""	"30101810900000000553"	
1═264	"044525554"	"опнлаюмй"", ц. лняйбю"""	"30101810100000000554"	
1═265	"044552620"	"юяйюмхъ рпюяр"" (ннн), ц. лняйбю"""	"30101810700000000620"	
1═266	"044583562"	"ярпнияебгюоаюмй"", ц. лняйбю"""	"30101810600000000562"	
1═267	"044583565"	"яхцлю"" (гюн), ц. лняйбю"""	"30101810500000000565"	
1═268	"044525566"	"хац мхйник"" (нюн), ц. лняйбю"""	"30101810800000000566"	
1═269	"044552734"	"опхмраюмй"", ц. лняйбю"""	"30101810900000000734"	
1═270	"044552789"	"яо-аюмй"" (ннн), ц. яепцхеб-оняюд"""	"30101810900000000789"	
1═271	"044579586"	"люпйерхмцаюмй"", ц. лняйбю"""	"30101810100000000586"	
1═272	"044583589"	"декмю аюмй"", ц. лняйбю"""	"30101810900000000589"	
1═273	"044525593"	"юкэтю-аюмй"", ц. лняйбю"""	"30101810200000000593"	
1═274	"044552685"	"псяякюбаюмй"" (гюн), ц. лняйбю"""	"30101810800000000685"	
1═275	"044579598"	"лая нпцаюмй"", ц. лняйбю"""	"30101810800000000598"	
1═276	"044525600"	"лхма"", ц. лняйбю"""	"30101810300000000600"	
1═277	"044525607"	"пмйа (нюн), ц. лняйбю"	"30101810400000000607"	
1═278	"044525487"	"янахмаюмй"", ц. лняйбю"""	"30101810400000000487"	
1═279	"044552676"	"пняахгмеяаюмй"", ц. лняйбю"""	"30101810000000000676"	
1═280	"044585779"	"нюн мюжхнмюкэмши аюмй пюгбхрхъ, ц. лняйбю"	"30101810400000000779"	
1═281	"044525627"	"метръмни"", ц. лняйбю"""	"30101810600000000627"	
1═282	"044552543"	"бхо-аюмй"", ц. лняйбю"""	"30101810900000000543"	
1═283	"044579629"	"лмуа"", ц. лняйбю"""	"30101810300000000629"	
1═284	"044583636"	"гюлняйбнпежйхи"", ц. лняйбю"""	"30101810400000000636"	
1═285	"044585679"	"щпюаюмй"" нюн, ц. лняйбю"""	"30101810500000000679"	
1═286	"044583639"	"ах-ях-дх-аюмй"", ц. лняйбю"""	"30101810300000000639"	
1═287	"044583641"	"ясдйнлаюмй"", ц. лняйбю"""	"30101810000000000641"	
1═288	"044585657"	"нюн тха, ц. лняйбю"	"30101810700000000657"	
1═289	"044583654"	"аюдп-тнпре аюмй"" (гюн), ц. лняйбю"""	"30101810000000000654"	
1═290	"044525662"	"яндахгмеяаюмй"", ц. лняйбю"""	"30101810500000000662"	
1═291	"044579663"	"кщмд-аюмй"", ц. лняйбю"""	"30101810900000000663"	
1═292	"044552664"	"янкхдюпмнярэ"" (гюн), ц. лняйбю"""	"30101810300000000664"	
1═293	"044583666"	"пняднпаюмй"", ц. лняйбю"""	"30101810700000000666"	
1═294	"044552684"	"юхяр""(ннн), ц. лняйбю"""	"30101810500000000684"	
1═295	"044583670"	"тхкхюк нюн юбрнбюгаюмй б ц.лняйбе, ц. лняйбю"	"30101810000000000670"	
1═296	"044552663"	"напюгнбюмхе"" (гюн), ц. лняйбю"""	"30101810000000000663"	
1═297	"044583679"	"мщйкхя-аюмй"", ц. лняйбю"""	"30101810700000000679"	
1═298	"044583683"	"кетйн-аюмй"", ц. лняйбю"""	"30101810000000000683"	
1═299	"044579815"	"нпцаюмй"" (ннн), ц. лняйбю"""	"30101810800000000815"	
1═300	"044583685"	"ядл-аюмй"" (нюн), ц. лняйбю"""	"30101810600000000685"	
1═301	"044579692"	"лерпнонкэ"" ннн, ц. лняйбю"""	"30101810900000000692"	
1═302	"044579694"	"кеяаюмй"", ц. лняйбю"""	"30101810500000000694"	
1═303	"044525701"	"гекюй-аюмй"" нюн, ц. лняйбю"""	"30101810500000000701"	
1═304	"044525716"	"йа ""цсрю-аюмй"", ц. лняйбю"""	"30101810100000000716"	
1═305	"044583720"	"нкхлохияйхи"", ц. лняйбю"""	"30101810400000000720"	
1═306	"044552700"	"ебпюгаюмй"", о. мелвхмнбйю-1"""	"30101810400000000700"	
1═307	"044579723"	"лняйбю"", ц. лняйбю"""	"30101810400000000723"	
1═308	"044525725"	"юйю аюмй"", ц. лняйбю"""	"30101810900000000725"	
1═309	"044579726"	"лащп"" (ннн), ц. лняйбю"""	"30101810300000000726"	
1═310	"044585672"	"аот"" (гюн), ц. лняйбю"""	"30101810400000000672"	
1═311	"044585556"	"йпюяаюмй"", ц. лняйбю"""	"30101810500000000556"	
1═312	"044583732"	"кеяопнлаюмй"", ц. лняйбю"""	"30101810100000000732"	
1═313	"044583739"	"люяя ледхю аюмй"", ц. лняйбю"""	"30101810200000000739"	
1═314	"044525748"	"лефдсмюпндмши опнлшькеммши аюмй"", ц. лняйбю"""	"30101810000000000748"	
1═315	"044579749"	"йахр""оюпхрер"", ц. лняйбю"""	"30101810400000000749"	
1═316	"044583761"	"пняйнлберепюмаюмй"", ц. лняйбю"""	"30101810100000000761"	
1═317	"044579787"	"мнбюъ щйнмнлхвеяйюъ онгхжхъ"", ц. лняйбю"""	"30101810200000000787"	
1═318	"044583789"	"йпхярюкаюмй"", ц. лняйбю"""	"30101810700000000789"	
1═319	"044579257"	"йпедхрхлощйя аюмй"" (ннн), ц. лняйбю"""	"30101810400000000257"	
1═320	"044552695"	"тхмопнлаюмй"" (нюн), ц. лняйбю"""	"30101810900000000695"	
1═321	"044583909"	"янжхмбеяраюмй"", ц. лняйбю"""	"30101810700000000909"	
1═322	"044525933"	"мпаюмй"" (нюн), ц. лняйбю"""	"30101810200000000933"	
1═323	"044583261"	"апоо"", ц. лняйбю"""	"30101810600000000261"	
1═324	"044552625"	"йсгмежйхи лняр"" ннн, ц. лняйбю"""	"30101810200000000625"	
1═325	"044584002"	"ос аюмйю пняяхх нярнфемяйне, ц. лняйбю й-160"	""	
1═326	"044585000"	"нрдекемхе 2 лняйнбяйнцн црс аюмйю пняяхх, ц. лняйбю 710"	""	
1═327	"044525202"	"яхрхаюмй"", ц. лняйбю"""	"30101810300000000202"	
1═328	"044585104"	"реумнйнл"" (гюн), ц. лняйбю"""	"30101810800000000104"	
1═329	"044585106"	"юйа лняяхахмрепаюмй гюн, ц. лняйбю"	"30101810400000000106"	
1═330	"044585109"	"цюпюмр-хмбеяр"" (гюн), ц. лняйбю"""	"30101810300000000109"	
1═331	"044583864"	"оерпнбйю"" (гюн), ц. лняйбю"""	"30101810900000000864"	
1═332	"044585113"	"аюмй""яюмйр-оерепаспц""б ц.лняйбе, ц. лняйбю"""	"30101810600000000113"	
1═333	"044585116"	"ннн пхр-аюмй, ц. лняйбю"	"30101810500000000116"	
1═334	"044552509"	"лефдсмюпндмши аюмй пюгбхрхъ"" (гюн), ц. лняйбю"""	"30101810300000000509"	
1═335	"044585122"	"хмцняярпюу-янчг"", ц. лняйбю"""	"30101810400000000122"	
1═336	"044585124"	"бепаюмй"", ц. лняйбю"""	"30101810000000000124"	
1═337	"044585491"	"опнлхмбеярпюявер"", ц. лняйбю"""	"30101810500000000491"	
1═338	"044585128"	"кхмй-аюмй"" (нюн), ц. лняйбю"""	"30101810200000000128"	
1═339	"044525217"	"юам юлпн аюмй ю.н."", ц. лняйбю"""	"30101810900000000217"	
1═340	"044599133"	"отя-аюмй"", ц. лняйбю"""	"30101810700000000133"	
1═341	"044585140"	"чяа"", ц. лняйбю"""	"30101810000000000140"	
1═342	"044585143"	"яхайнмрюйр"", ц. лняйбю"""	"30101810900000000143"	
1═343	"044585145"	"пцр-аюмй"", ц. лняйбю"""	"30101810500000000145"	
1═344	"044689703"	"анкэьюъ бнкцю"", ц. дсамю"""	"30101810500000000703"	
1═345	"044552675"	"депфюбю"", ц. лняйбю"""	"30101810700000000675"	
1═346	"044585658"	"лпо"" (ннн), ц. лняйбю"""	"30103810600000000658"	
1═347	"044585159"	"ксфмхйх-аюмй"", ц. лняйбю"""	"30101810800000000159"	
1═348	"044585161"	"кнйн-аюмй"" (ннн), ц. лняйбю"""	"30101810500000000161"	
1═349	"044585163"	"лерюккхмбеяраюмй"", ц. лняйбю"""	"30101810100000000163"	
1═350	"044583716"	"хлхдф"", ц. лняйбю"""	"30101810100000000716"	
1═351	"044599244"	"якюлщй-аюмй"" ннн, ц. лняйбю"""	"30101810000000000244"	
1═352	"044552633"	"лецюбюрр-аюмй"", ц. лняйбю"""	"30101810700000000633"	
1═353	"044585171"	"йндейя"", ц. лняйбю"""	"30101810600000000171"	
1═354	"044585173"	"опнлхмбеяраюмй"", ц. лняйбю"""	"30101810200000000173"	
1═355	"044585174"	"йпняяхмбеяраюмй"", ц. лняйбю"""	"30101810500000000174"	
1═356	"044585176"	"гюн пнящйяхлаюмй, ц. лняйбю"	"30101810100000000176"	
1═357	"044525205"	"ахм"" (нюн), ц. лняйбю"""	"30101810200000000205"	
1═358	"044585881"	"йпнйся-аюмй"" (ннн), ц. лняйбю"""	"30101810000000000881"	
1═359	"044585182"	"жепху"", ц. лняйбю"""	"30101810000000000182"	
1═360	"044585184"	"чмхюярпсл аюмй"" (ннн), ц. лняйбю"""	"30101810600000000184"	
1═361	"044585858"	"щпцнаюмй"", ц. лняйбю"""	"30101810800000000858"	
1═362	"044585187"	"лняйнбяйхи бейяекэмши аюмй"" (гюн), ц. лняйбю"""	"30101810500000000187"	
1═363	"044585188"	"ебпюгхъ-жемрп"" (гюн), ц. лняйбю"""	"30101810800000000188"	
1═364	"044525448"	"ъош йпедх аюмй лняйбю"" (гюн), ц. лняйбю"""	"30101810300000000448"	
1═365	"044585198"	"чцаюмй"", ц. лняйбю"""	"30101810900000000198"	
1═366	"044585201"	"щплхрюф"" (ннн), ц. лняйбю"""	"30101810800000000201"	
1═367	"044585207"	"фхкярпнищйнмнлаюмй"", ц. лняйбю"""	"30101810600000000207"	
1═368	"044585216"	"уйт аюмй"", ц. лняйбю"""	"30101810400000000216"	
1═369	"044579306"	"поа (гюн), ц. лняйбю"	"30101810500000000306"	
1═370	"044585360"	"цюгопнлаюмй"" (гюн) б ц.лняйбе, ц. лняйбю"""	"30101810000000000360"	
1═371	"044585229"	"нкд-аюмй"", ц. лняйбю"""	"30101810400000000229"	
1═372	"044525236"	"аюмй йпедхр ябхяя тепяр анярнм"", ц. лняйбю"""	"30101810800000000236"	
1═373	"044585237"	"лефрнощмепцнаюмй"", ц. лняйбю"""	"30101810900000000237"	
1═374	"044585238"	"юоюаюмй"", ц. лняйбю"""	"30101810200000000238"	
1═375	"044585239"	"рпнийю"", ц. лняйбю"""	"30101810500000000239"	
1═376	"044585244"	"пда"", ц. лняйбю"""	"30101810100000000244"	
1═377	"044585249"	"хмтнплопнцпеяя"" (ннн), ц. лняйбю"""	"30101810600000000249"	
1═378	"044585250"	"боа"" (гюн), ц. лняйбю"""	"30101810000000000250"	
1═379	"044585252"	"юсщпаюмй"", ц. лняйбю"""	"30101810600000000252"	
1═380	"044585253"	"псакеб"", ц. лняйбю"""	"30101810900000000253"	
1═381	"044585337"	"люяреп-аюмй"" (нюн), ц. лняйбю"""	"30101810800000000337"	
1═382	"044585257"	"птй"", ц. лняйбю"""	"30101810100000000257"	
1═383	"044585259"	"оепеябер"" (гюн), ц. лняйбю"""	"30101810700000000259"	
1═384	"044585260"	"лнябнднйюмюкаюмй"", ц. лняйбю"""	"30101810100000000260"	
1═385	"044585261"	"епйа"" (ннн), ц. лняйбю"""	"30101810400000000261"	
1═386	"044585263"	"ыхр-аюмй"" (нюн), ц. лняйбю"""	"30101810000000000263"	
1═387	"044585265"	"нахаюмй"", ц. лняйбю"""	"30101810600000000265"	
1═388	"044585266"	"лняфхкярпниаюмй"" (ннн), ц. лняйбю"""	"30101810900000000266"	
1═389	"044599267"	"бей-аюмй"", ц. лняйбю"""	"30101810100000000267"	
1═390	"044585272"	"метреопнлаюмй"", ц. лняйбю"""	"30101810800000000272"	
1═391	"044585274"	"яюрспм"", ц. лняйбю"""	"30101810400000000274"	
1═392	"044525279"	"арт"" ннн, ц. лняйбю"""	"30101810100000000279"	
1═393	"044585659"	"лняйнбяйхи йпедхрмши аюмй"", ц. лняйбю"""	"30101810300000000659"	
1═394	"044585288"	"янбхмйнл"" ннн, ц. лняйбю"""	"30101810700000000288"	
1═395	"044585291"	"назедхмеммши мюжхнмюкэмши аюмй"" (ннн), ц. лняйбю"""	"30101810700000000291"	
1═396	"044599292"	"тсмдюлемр-аюмй"", ц. лняйбю"""	"30101810900000000292"	
1═397	"044585293"	"юлх-аюмй"", ц. лняйбю"""	"30101810300000000293"	
1═398	"044525294"	"псяянаюмй"", ц. лняйбю"""	"30101810800000000294"	
1═399	"044585295"	"нклю-аюмй"" (ннн), ц. лняйбю"""	"30101810900000000295"	
1═400	"044585297"	"пап"" (гюн), ц. лняйбю"""	"30101810500000000297"	
1═401	"044585299"	"хмбеярйнлаюмй ащкйнл"" ннн, ц. лняйбю"""	"30101810100000000299"	
1═402	"044585304"	"рпюмяйюохрюкаюмй"", ц. лняйбю"""	"30101810600000000304"	
1═403	"044585310"	"чярхаюмй"", ц. лняйбю"""	"30101810500000000310"	
1═404	"044599313"	"дюкемю"", ц. лняйбю"""	"30101810300000000313"	
1═405	"044525424"	"юкэрю-аюмй"" (гюн), ц. лняйбю"""	"30101810900000000424"	
1═406	"044585318"	"лох-аюмй"" (гюн), ц. лняйбю"""	"30101810900000000318"	
1═407	"044585320"	"хпнмаюмй"", ц. лняйбю"""	"30101810600000000320"	
1═408	"044585325"	"фхкйпедхр"", ц. лняйбю"""	"30101810100000000325"	
1═409	"044599354"	"мй-аюмй"" (гюн), ц. лняйбю"""	"30101810000000000354"	
1═410	"044525348"	"кюмрю-аюмй"" (гюн), ц. лняйбю"""	"30101810400000000348"	
1═411	"044585351"	"хмрепябъгэаюмй"", ц. лняйбю"""	"30101810200000000351"	
1═412	"044525243"	"цкнащйяаюмй"", ц. лняйбю"""	"30101810000000000243"	
1═413	"044585362"	"унсл-аюмй"", ц. лняйбю"""	"30101810600000000362"	
1═414	"044525352"	"оерпнйнллепж"", ц. лняйбю"""	"30101810700000000352"	
1═415	"044585370"	"тнпю-аюмй"", ц. лняйбю"""	"30101810100000000370"	
